character,Cantonese,Mandarin,Initial_Cantonese,Rhyme_Cantonese,Tone_Cantonese,Initial_Mandarin,Rhyme_Mandarin,Tone_Mandarin
眩,jyun4,xuan4,j,ün,4,x,üän,4
坤,kwan1,kun1,kw,an,1,k,un,1
廓,kwok3,kuo4,kw,ok,3,k,uo,4
讳,wai5,hui4,w,ai,5,h,ui,4
啼,tai4,ti2,t,ai,4,t,i,2
乍,zaa3,zha4,z,aa,3,zh,a,4
瓣,faan6,ban4,f,aan,6,b,an,4
矫,giu2,jiao3,g,iu,2,j,iao,3
跋,bat6,ba2,b,at,6,b,a,2
枉,wong2,wang3,w,ong,2,w,ang,3
梗,gang2,geng3,g,ang,2,g,eng,3
厕,ci3,ce4,c,i,3,c,e,4
琢,doek3,zhuo2,d,oek,3,zh,uo,2
讥,gei1,ji1,g,ei,1,j,i,1
釉,jau6,you4,j,au,6,y,ou,4
窟,fat1,ku1,f,at,1,k,u,1
敛,lim6,lian4,l,im,6,l,ian,4
轼,sik1,shi4,s,ik,1,sh,i,4
庐,lou4,lu2,l,ou,4,l,u,2
胚,pui1,pei1,p,ui,1,p,ei,1
呻,san1,shen1,s,an,1,sh,en,1
绰,coek3,chuo4,c,oek,3,ch,uo,4
扼,aak1,e4, ,aak,1, ,e,4
懿,ji3,yi4,j,i,3,y,i,4
炯,gwing2,jiong3,gw,ing,2,j,iong,3
竿,gon1,gan1,g,on,1,g,an,1
慷,hong2,kang1,h,ong,2,k,ang,1
虞,jyu4,yu2,j,ü,4,y,ü,2
锤,ceoi4,chui2,c,eoi,4,ch,ui,2
栓,saan1,shuan1,s,aan,1,sh,uan,1
桨,zoeng2,jiang3,z,oeng,2,j,iang,3
蚊,man1,wen2,m,an,1,w,en,2
磅,bong6,bang4,b,ong,6,b,ang,4
孽,jit6,nie4,j,it,6,n,ie,4
惭,caam4,can2,c,aam,4,c,an,2
戳,coek3,chuo1,c,oek,3,ch,uo,1
禀,ban2,bing3,b,an,2,b,ing,3
鄂,ngok6,e4,ng,ok,6, ,e,4
馈,gwai6,kui4,gw,ai,6,k,ui,4
垣,wun4,yuan2,w,un,4,y,üän,2
溅,zin3,jian4,z,in,3,j,iän,4
咚,dung1,dong1,d,ung,1,d,ong,1
钙,koi3,gai4,k,oi,3,g,ai,4
礁,ziu1,jiao1,z,iu,1,j,iao,1
彰,zoeng1,zhang1,z,oeng,1,zh,ang,1
豁,kut3,huo1,k,ut,3,h,uo,1
眯,mai4,mi3,m,ai,4,m,i,3
磷,leon4,lin2,l,eon,4,l,in,2
雯,man4,wen2,m,an,4,w,en,2
墟,heoi1,xu1,h,eoi,1,x,ü,1
迂,jyu1,yu1,j,ü,1,y,ü,1
瞻,zim1,zhan1,z,im,1,zh,an,1
颅,lou4,lu2,l,ou,4,l,u,2
琉,lau4,liu2,l,au,4,l,iu,2
悼,dou6,dao4,d,ou,6,d,ao,4
蝴,wu4,hu2,w,u,4,h,u,2
拣,gaan2,jian3,g,aan,2,j,iän,3
渺,miu5,miao3,m,iu,5,m,iao,3
眷,gyun3,juan4,g,ün,3,j,üän,4
悯,man5,min3,m,an,5,m,in,3
汰,taai3,tai4,t,aai,3,t,ai,4
慑,zip3,she4,z,ip,3,sh,e,4
婶,sam2,shen3,s,am,2,sh,en,3
斐,fei2,fei3,f,ei,2,f,ei,3
嘘,heoi1,xu1,h,eoi,1,x,ü,1
镶,soeng1,xiang1,s,oeng,1,x,iang,1
炕,kong3,kang4,k,ong,3,k,ang,4
宦,waan6,huan4,w,aan,6,h,uan,4
趴,paa1,pa1,p,aa,1,p,a,1
绷,baang6,beng1,b,aang,6,b,eng,1
窘,kwan3,jiong3,kw,an,3,j,iong,3
襄,soeng1,xiang1,s,oeng,1,x,iang,1
珀,paak3,po4,p,aak,3,p,o,4
嚣,hiu1,xiao1,h,iu,1,x,iao,1
拚,pun3,pan4,p,un,3,p,an,4
酌,zoek3,zhuo2,z,oek,3,zh,uo,2
浊,zuk6,zhuo2,z,uk,6,zh,uo,2
毓,juk1,yu4,j,uk,1,y,ü,4
撼,ham6,han4,h,am,6,h,an,4
嗜,si3,shi4,s,i,3,sh,i,4
扛,kong1,kang2,k,ong,1,k,ang,2
峭,ciu3,qiao4,c,iu,3,q,iao,4
磕,hap6,ke1,h,ap,6,k,e,1
翘,kiu4,qiao2,k,iu,4,q,iao,2
槽,cou4,cao2,c,ou,4,c,ao,2
淌,tong2,tang3,t,ong,2,t,ang,3
栅,caak3,zha4,c,aak,3,zh,a,4
颓,teoi4,tui2,t,eoi,4,t,ui,2
熏,fan1,xun1,f,an,1,x,ün,1
瑛,jing1,ying1,j,ing,1,y,ing,1
颐,ji4,yi2,j,i,4,y,i,2
忖,cyun2,cun3,c,ün,2,c,un,3
牡,mau5,mu3,m,au,5,m,u,3
缀,zeoi3,zhui4,z,eoi,3,zh,ui,4
徊,wui4,huai2,w,ui,4,h,uai,2
梨,lei4,li2,l,ei,4,l,i,2
肪,fong1,fang2,f,ong,1,f,ang,2
涕,tai3,ti4,t,ai,3,t,i,4
惫,bei6,bei4,b,ei,6,b,ei,4
摹,mou4,mo2,m,ou,4,m,o,2
踱,dok6,duo4,d,ok,6,d,uo,4
肘,zau2,zhou3,z,au,2,zh,ou,3
熔,jung4,rong2,j,ung,4,r,ong,2
挚,zi3,zhi4,z,i,3,zh,i,4
氯,luk6,lv4,l,uk,6,l,ü,4
凛,lam5,lin3,l,am,5,l,in,3
绎,jik6,yi4,j,ik,6,y,i,4
庶,syu3,shu4,s,ü,3,sh,u,4
脯,pou4,fu3,p,ou,4,f,u,3
迭,dit6,die2,d,it,6,d,ie,2
睦,muk6,mu4,m,uk,6,m,u,4
窍,kiu3,qiao4,k,iu,3,q,iao,4
粥,zuk1,zhou1,z,uk,1,zh,ou,1
庵,am1,an1, ,am,1, ,an,1
沧,cong1,cang1,c,ong,1,c,ang,1
怠,doi6,dai4,d,oi,6,d,ai,4
沁,sam3,qin4,s,am,3,q,in,4
奕,jik6,yi4,j,ik,6,y,i,4
咙,lung4,long2,l,ung,4,l,ong,2
氨,on1,an1, ,on,1, ,an,1
矗,cuk1,chu4,c,uk,1,ch,u,4
盔,kwai1,kui1,kw,ai,1,k,ui,1
拇,mou5,mu3,m,ou,5,m,u,3
沛,pui3,pei4,p,ui,3,p,ei,4
榻,taap3,ta4,t,aap,3,t,a,4
揣,ceoi2,chuai3,c,eoi,2,ch,uai,3
崭,zaam2,zhan3,z,aam,2,zh,an,3
鞘,ciu3,qiao4,c,iu,3,q,iao,4
鞠,guk1,ju1,g,uk,1,j,ü,1
垦,han2,ken3,h,an,2,k,en,3
洽,hap1,qia4,h,ap,1,q,ia,4
唾,toe3,tuo4,t,oe,3,t,uo,4
橱,cyu1,chu2,c,ü,1,ch,u,2
仕,si6,shi4,s,i,6,sh,i,4
蜘,zi1,zhi1,z,i,1,zh,i,1
痰,taam4,tan2,t,aam,4,t,an,2
袜,mat6,wa4,m,at,6,w,a,4
峙,zi6,zhi4,z,i,6,zh,i,4
柬,gaan2,jian3,g,aan,2,j,iän,3
蝉,sin4,chan2,s,in,4,ch,an,2
蟹,haai5,xie4,h,aai,5,x,ie,4
谏,gaan3,jian4,g,aan,3,j,iän,4
鹃,gyun1,juan1,g,ün,1,j,üän,1
擎,king4,qing2,k,ing,4,q,ing,2
皓,hou6,hao4,h,ou,6,h,ao,4
朕,zam6,zhen4,z,am,6,zh,en,4
疤,baa1,ba1,b,aa,1,b,a,1
禺,jyu4,yu2,j,ü,4,y,ü,2
铲,caan2,chan3,c,aan,2,ch,an,3
酶,mui4,mei2,m,ui,4,m,ei,2
钝,deon6,dun4,d,eon,6,d,un,4
氓,man4,mang2,m,an,4,m,ang,2
匣,haap6,xia2,h,aap,6,x,ia,2
弧,wu4,hu2,w,u,4,h,u,2
峨,ngo4,e2,ng,o,4, ,e,2
锥,zeoi1,zhui1,z,eoi,1,zh,ui,1
揪,zau1,jiu1,z,au,1,j,iu,1
杠,gong3,gang1,g,ong,3,g,ang,1
吭,hong4,hang2,h,ong,4,h,ang,2
崛,gwat6,jue2,gw,at,6,j,üe,2
诬,mou4,wu2,m,ou,4,w,u,2
冉,jim5,ran3,j,im,5,r,an,3
抒,syu1,shu1,s,ü,1,sh,u,1
庚,gang1,geng1,g,ang,1,g,eng,1
悍,hon6,han4,h,on,6,h,an,4
靡,mei4,mi3,m,ei,4,m,i,3
晦,fui3,hui4,f,ui,3,h,ui,4
醋,cou3,cu4,c,ou,3,c,u,4
壕,hou4,hao2,h,ou,4,h,ao,2
锯,geoi3,ju4,g,eoi,3,j,ü,4
夭,jiu2,yao1,j,iu,2,y,ao,1
咦,ji4,yi2,j,i,4,y,i,2
侈,ci2,chi3,c,i,2,ch,i,3
婢,pei5,bi4,p,ei,5,b,i,4
猾,waat6,hua2,w,aat,6,h,ua,2
徘,pui4,pai2,p,ui,4,p,ai,2
硝,siu1,xiao1,s,iu,1,x,iao,1
煽,sin3,shan1,s,in,3,sh,an,1
皂,zou6,zao4,z,ou,6,z,ao,4
舵,to4,duo4,t,o,4,d,uo,4
嗦,so1,suo1,s,o,1,s,uo,1
狈,bui3,bei4,b,ui,3,b,ei,4
靴,hoe1,xue1,h,oe,1,x,üe,1
捂,ng6,wu3, ,_ng,6,w,u,3
疮,cong1,chuang1,c,ong,1,ch,uang,1
郝,kok3,hao3,k,ok,3,h,ao,3
苛,ho1,ke1,h,o,1,k,e,1
秽,wai3,hui4,w,ai,3,h,ui,4
茜,sin6,qian4,s,in,6,q,iän,4
搓,co1,cuo1,c,o,1,c,uo,1
芸,wan4,yun2,w,an,4,y,ün,2
酱,zoeng3,jiang4,z,oeng,3,j,iang,4
赁,jam6,ren4,j,am,6,r,en,4
檐,jim4,yan2,j,im,4,y,än,2
饷,hoeng2,xiang3,h,oeng,2,x,iang,3
蕉,ziu1,jiao1,z,iu,1,j,iao,1
铀,jau4,you2,j,au,4,y,ou,2
苔,toi4,tai2,t,oi,4,t,ai,2
赦,se3,she4,s,e,3,sh,e,4
缎,dyun6,duan4,d,ün,6,d,uan,4
舷,jin4,xian2,j,in,4,x,iän,2
筷,faai3,kuai4,f,aai,3,k,uai,4
朔,sok3,shuo4,s,ok,3,sh,uo,4
婪,laam4,lan2,l,aam,4,l,an,2
紊,man6,wen4,m,an,6,w,en,4
厮,si1,si1,s,i,1,s,i,1
婿,sai3,xu4,s,ai,3,x,ü,4
寥,liu4,liao2,l,iu,4,l,iao,2
兢,ging1,jing1,g,ing,1,j,ing,1
糙,cou3,cao1,c,ou,3,c,ao,1
卦,gwaa3,gua4,gw,aa,3,g,ua,4
槐,waai4,huai2,w,aai,4,h,uai,2
扒,paa4,ba1,p,aa,4,b,a,1
裴,pui4,pei2,p,ui,4,p,ei,2
祀,zi6,si4,z,i,6,s,i,4
埔,bou3,pu3,b,ou,3,p,u,3
絮,seoi6,xu4,s,eoi,6,x,ü,4
芭,baa1,ba1,b,aa,1,b,a,1
屉,tai3,ti4,t,ai,3,t,i,4
痪,wun6,huan4,w,un,6,h,uan,4
霄,siu1,xiao1,s,iu,1,x,iao,1
绽,zaan6,zhan4,z,aan,6,zh,an,4
宵,siu1,xiao1,s,iu,1,x,iao,1
邑,jap1,yi4,j,ap,1,y,i,4
霖,lam4,lin2,l,am,4,l,in,2
岔,caa3,cha4,c,aa,3,ch,a,4
饵,nei6,er3,n,ei,6, ,er,3
茄,ke2,qie2,k,e,2,q,ie,2
韧,ngang6,ren4,ng,ang,6,r,en,4
琪,kei4,qi2,k,ei,4,q,i,2
邹,zau1,zou1,z,au,1,z,ou,1
瑚,wu4,hu2,w,u,4,h,u,2
憋,bit3,bie1,b,it,3,b,ie,1
殆,doi6,dai4,d,oi,6,d,ai,4
噜,lou1,lu1,l,ou,1,l,u,1
忒,tik1,te4,t,ik,1,t,e,4
忿,fan5,fen4,f,an,5,f,en,4
衅,jan6,xin4,j,an,6,x,in,4
淳,seon4,chun2,s,eon,4,ch,un,2
悖,bui6,bei4,b,ui,6,b,ei,4
髦,mou4,mao2,m,ou,4,m,ao,2
孜,zi1,zi1,z,i,1,z,i,1
粤,jyut6,yue4,j,üt,6,y,üe,4
隘,aai3,ai4, ,aai,3, ,ai,4
濒,pan4,bin1,p,an,4,b,in,1
铮,zang1,zheng1,z,ang,1,zh,eng,1
畸,gei1,ji1,g,ei,1,j,i,1
剔,tik1,ti1,t,ik,1,t,i,1
坞,wu2,wu4,w,u,2,w,u,4
篱,lei4,li2,l,ei,4,l,i,2
淀,din6,dian4,d,in,6,d,ian,4
蓦,mak6,mo4,m,ak,6,m,o,4
唬,fu2,hu3,f,u,2,h,u,3
锣,lo4,luo2,l,o,4,l,uo,2
汀,ting1,ting1,t,ing,1,t,ing,1
趾,zi2,zhi3,z,i,2,zh,i,3
缉,cap1,qi4,c,ap,1,q,i,4
嫦,soeng4,chang2,s,oeng,4,ch,ang,2
斟,zam1,zhen1,z,am,1,zh,en,1
鞍,on1,an1, ,on,1, ,an,1
扳,paan1,ban1,p,aan,1,b,an,1
拴,saan1,shuan1,s,aan,1,sh,uan,1
诅,zo2,zu3,z,o,2,z,u,3
谟,mou4,mo2,m,ou,4,m,o,2
懦,no6,nuo4,n,o,6,n,uo,4
逞,cing2,cheng3,c,ing,2,ch,eng,3
犁,lai4,li2,l,ai,4,l,i,2
忏,caam3,chan4,c,aam,3,ch,an,4
拧,ning6,ning2,n,ing,6,n,ing,2
亥,hoi6,hai4,h,oi,6,h,ai,4
佟,tung4,tong2,t,ung,4,t,ong,2
叱,cik1,chi4,c,ik,1,ch,i,4
舜,seon3,shun4,s,eon,3,sh,un,4
绊,bun6,ban4,b,un,6,b,an,4
龚,gung1,gong1,g,ung,1,g,ong,1
腮,soi1,sai1,s,oi,1,s,ai,1
邸,dai2,di3,d,ai,2,d,i,3
椒,ziu1,jiao1,z,iu,1,j,iao,1
蔚,wai3,wei4,w,ai,3,w,ei,4
湛,zaam3,zhan4,z,aam,3,zh,an,4
狩,sau3,shou4,s,au,3,sh,ou,4
眶,kwaang1,kuang4,kw,aang,1,k,uang,4
栈,zaan6,zhan4,z,aan,6,zh,an,4
薇,mei4,wei2,m,ei,4,w,ei,2
肮,ngong1,hang2,ng,ong,1,h,ang,2
瀑,buk6,pu4,b,uk,6,p,u,4
渣,zaa1,zha1,z,aa,1,zh,a,1
褂,gwaa3,gua4,gw,aa,3,g,ua,4
叽,gei1,ji1,g,ei,1,j,i,1
臀,tyun4,tun2,t,ün,4,t,un,2
妞,nau2,niu1,n,au,2,n,iu,1
巍,ngai4,wei1,ng,ai,4,w,ei,1
疚,gau3,jiu4,g,au,3,j,iu,4
鲤,lei5,li3,l,ei,5,l,i,3
戎,jung4,rong2,j,ung,4,r,ong,2
肇,siu6,zhao4,s,iu,6,zh,ao,4
笃,duk1,du3,d,uk,1,d,u,3
辙,cit3,che4,c,it,3,ch,e,4
娴,haan4,xian2,h,aan,4,x,iän,2
阮,jyun5,ruan3,j,ün,5,r,uan,3
札,zaat3,zha2,z,aat,3,zh,a,2
懊,ngou3,ao4,ng,ou,3, ,ao,4
恤,seot1,xu4,s,eot,1,x,ü,4
疹,zan2,zhen3,z,an,2,zh,en,3
潇,siu1,xiao1,s,iu,1,x,iao,1
铝,leoi5,lv3,l,eoi,5,l,ü,3
涤,dik6,di2,d,ik,6,d,i,2
恃,ci5,shi4,c,i,5,sh,i,4
喽,lau1,lou5,l,au,1,l,ou,5
砌,cai3,qi4,c,ai,3,q,i,4
遁,deon6,dun4,d,eon,6,d,un,4
阱,zeng6,jing3,z,eng,6,j,ing,3
咎,gau3,jiu4,g,au,3,j,iu,4
洼,waa1,wa1,w,aa,1,w,a,1
炳,bing2,bing3,b,ing,2,b,ing,3
噬,sai6,shi4,s,ai,6,sh,i,4
枫,fung1,feng1,f,ung,1,f,eng,1
拷,haau2,kao3,h,aau,2,k,ao,3
哆,do1,duo1,d,o,1,d,uo,1
矶,gei1,ji1,g,ei,1,j,i,1
苇,wai5,wei3,w,ai,5,w,ei,3
翩,pin1,pian1,p,in,1,p,ian,1
窒,zat6,zhi4,z,at,6,zh,i,4
侬,nung4,nong2,n,ung,4,n,ong,2
靶,baa2,ba3,b,aa,2,b,a,3
胰,ji4,yi2,j,i,4,y,i,2
芜,mou4,wu2,m,ou,4,w,u,2
辫,bin1,bian4,b,in,1,b,ian,4
嚎,hou4,hao2,h,ou,4,h,ao,2
妾,cip3,qie4,c,ip,3,q,ie,4
幌,fong2,huang3,f,ong,2,h,uang,3
踉,loeng6,lang2,l,oeng,6,l,ang,2
佃,din6,dian4,d,in,6,d,ian,4
葫,wu4,hu2,w,u,4,h,u,2
皖,wun5,wan3,w,un,5,w,an,3
拽,jit6,ye4,j,it,6,y,e,4
滤,leoi6,lv4,l,eoi,6,l,ü,4
睬,coi2,cai3,c,oi,2,c,ai,3
俞,jyu4,yu2,j,ü,4,y,ü,2
匕,bei3,bi3,b,ei,3,b,i,3
谤,pong3,bang4,p,ong,3,b,ang,4
嗤,ci1,chi1,c,i,1,ch,i,1
捍,hon6,han4,h,on,6,h,an,4
孵,fu1,fu1,f,u,1,f,u,1
倪,ngai4,ni2,ng,ai,4,n,i,2
瘾,jan2,yin3,j,an,2,y,in,3
敝,bai6,bi4,b,ai,6,b,i,4
匡,hong1,kuang1,h,ong,1,k,uang,1
磋,co1,cuo1,c,o,1,c,uo,1
绫,ling4,ling2,l,ing,4,l,ing,2
淆,ngaau4,yao2,ng,aau,4,y,ao,2
尧,jiu4,yao2,j,iu,4,y,ao,2
蕊,jeoi5,rui3,j,eoi,5,r,ui,3
烘,hung3,hong1,h,ung,3,h,ong,1
璋,zoeng1,zhang1,z,oeng,1,zh,ang,1
亢,kong3,kang4,k,ong,3,k,ang,4
轧,aat3,ya4, ,aat,3,y,a,4
赂,lou6,lu4,l,ou,6,l,u,4
蝗,wong4,huang2,w,ong,4,h,uang,2
榆,jyu4,yu2,j,ü,4,y,ü,2
骏,zeon3,jun4,z,eon,3,j,ün,4
诛,zyu1,zhu1,z,ü,1,zh,u,1
勺,zoek3,shao2,z,oek,3,sh,ao,2
梵,faan6,fan4,f,aan,6,f,an,4
炽,ci3,chi4,c,i,3,ch,i,4
笠,lap1,li4,l,ap,1,l,i,4
颌,hap6,han4,h,ap,6,h,an,4
闸,zaap6,zha2,z,aap,6,zh,a,2
狒,fai3,fei4,f,ai,3,f,ei,4
樊,faan4,fan2,f,aan,4,f,an,2
垢,gau3,gou4,g,au,3,g,ou,4
瘟,wan1,wen1,w,an,1,w,en,1
缪,mau4,mou2,m,au,4,m,ou,2
菇,gu1,gu1,g,u,1,g,u,1
琦,kei4,qi2,k,ei,4,q,i,2
剃,tai3,ti4,t,ai,3,t,i,4
迸,bing3,beng4,b,ing,3,b,eng,4
溺,nik1,ni4,n,ik,1,n,i,4
炫,jyun4,xuan4,j,ün,4,x,üän,4
惚,fat1,hu1,f,at,1,h,u,1
嗨,haai1,hai1,h,aai,1,h,ai,1
陨,wan5,yun3,w,an,5,y,ün,3
赃,zong1,zang1,z,ong,1,z,ang,1
羁,gei1,ji1,g,ei,1,j,i,1
臻,zeon1,zhen1,z,eon,1,zh,en,1
膳,sin6,shan4,s,in,6,sh,an,4
赣,gam3,gan4,g,am,3,g,an,4
踌,cau4,chou2,c,au,4,ch,ou,2
殉,seon1,xun4,s,eon,1,x,ün,4
桔,gat1,jie2,g,at,1,j,ie,2
瞿,keoi4,ju4,k,eoi,4,j,ü,4
闽,man5,min3,m,an,5,m,in,3
豚,tyun4,tun2,t,ün,4,t,un,2
掺,caam1,xian1,c,aam,1,x,iän,1
沌,deon6,dun4,d,eon,6,d,un,4
惰,do6,duo4,d,o,6,d,uo,4
椭,to2,tuo3,t,o,2,t,uo,3
咪,mei1,mi1,m,ei,1,m,i,1
霎,sap3,sha4,s,ap,3,sh,a,4
侃,hon2,kan3,h,on,2,k,an,3
猝,cyut3,cu4,c,üt,3,c,u,4
窖,gaau3,jiao4,g,aau,3,j,iao,4
戮,luk6,lu4,l,uk,6,l,u,4
祠,ci4,ci2,c,i,4,c,i,2
瞩,zuk1,zhu3,z,uk,1,zh,u,3
菁,zing1,jing1,z,ing,1,j,ing,1
躇,cyu1,chu2,c,ü,1,ch,u,2
佬,lou2,lao3,l,ou,2,l,ao,3
肋,lak6,lei4,l,ak,6,l,ei,4
咄,zyut3,duo1,z,üt,3,d,uo,1
忡,cung1,chong1,c,ung,1,ch,ong,1
雍,jung1,yong1,j,ung,1,y,ong,1
忱,sam4,chen2,s,am,4,ch,en,2
蕾,leoi5,lei3,l,eoi,5,l,ei,3
跄,coeng3,qiang1,c,oeng,3,q,iang,1
硅,gwai1,gui1,gw,ai,1,g,ui,1
伎,gei6,ji4,g,ei,6,j,i,4
炊,ceoi1,chui1,c,eoi,1,ch,ui,1
钊,ciu1,zhao1,c,iu,1,zh,ao,1
蝠,fuk1,fu2,f,uk,1,f,u,2
屎,si2,shi3,s,i,2,sh,i,3
拭,sik1,shi4,s,ik,1,sh,i,4
谛,dai3,di4,d,ai,3,d,i,4
褪,tan3,tun4,t,an,3,t,un,4
丞,sing4,cheng2,s,ing,4,ch,eng,2
卉,wai2,hui4,w,ai,2,h,ui,4
隧,seoi6,sui4,s,eoi,6,s,ui,4
茸,jung4,rong2,j,ung,4,r,ong,2
钳,kim4,qian2,k,im,4,q,iän,2
啃,hang2,ken3,h,ang,2,k,en,3
闺,gwai1,gui1,gw,ai,1,g,ui,1
舔,tim2,tian3,t,im,2,t,ian,3
蹬,dang1,deng4,d,ang,1,d,eng,4
挛,lyun4,luan2,l,ün,4,l,uan,2
眺,tiu3,tiao4,t,iu,3,t,iao,4
袱,fuk6,fu2,f,uk,6,f,u,2
陇,lung5,long3,l,ung,5,l,ong,3
殴,au1,ou1, ,au,1, ,ou,1
柿,ci5,shi4,c,i,5,sh,i,4
梧,ng4,wu2, ,_ng,4,w,u,2
惺,sing1,xing1,s,ing,1,x,ing,1
弛,ci4,chi2,c,i,4,ch,i,2
侥,hiu1,jiao3,h,iu,1,j,iao,3
琛,sam1,chen1,s,am,1,ch,en,1
捅,tung2,tong3,t,ung,2,t,ong,3
酝,wan3,yun4,w,an,3,y,ün,4
薯,syu4,shu3,s,ü,4,sh,u,3
曳,jai6,ye4,j,ai,6,y,e,4
澈,cit3,che4,c,it,3,ch,e,4
锈,sau3,xiu4,s,au,3,x,iu,4
稠,cau4,chou2,c,au,4,ch,ou,2
眸,mau4,mou2,m,au,4,m,ou,2
咆,paau4,pao2,p,aau,4,p,ao,2
簧,wong4,huang2,w,ong,4,h,uang,2
鸥,au1,ou1, ,au,1, ,ou,1
疡,joeng4,yang2,j,oeng,4,y,ang,2
渎,duk6,du2,d,uk,6,d,u,2
汲,kap1,ji2,k,ap,1,j,i,2
嬉,hei1,xi1,h,ei,1,x,i,1
脓,nung4,nong2,n,ung,4,n,ong,2
骡,lo4,luo2,l,o,4,l,uo,2
穗,seoi6,sui4,s,eoi,6,s,ui,4
槛,haam5,jian4,h,aam,5,j,iän,4
巳,zi6,si4,z,i,6,s,i,4
邢,jing4,xing2,j,ing,4,x,ing,2
廿,nim6,nian4,n,im,6,n,ian,4
搀,caam1,chan1,c,aam,1,ch,an,1
曙,cyu5,shu4,c,ü,5,sh,u,4
樵,ciu4,qiao2,c,iu,4,q,iao,2
隅,jyu4,yu2,j,ü,4,y,ü,2
筛,sai1,shai1,s,ai,1,sh,ai,1
谒,jit3,ye4,j,it,3,y,e,4
倭,wo1,wei1,w,o,1,w,ei,1
痹,bei3,bi4,b,ei,3,b,i,4
猖,coeng1,chang1,c,oeng,1,ch,ang,1
佯,joeng4,yang2,j,oeng,4,y,ang,2
肛,gong1,gang1,g,ong,1,g,ang,1
奚,hai4,xi1,h,ai,4,x,i,1
甭,bung3,beng2,b,ung,3,b,eng,2
抨,ping1,peng1,p,ing,1,p,eng,1
蛾,ngo4,e2,ng,o,4, ,e,2
唠,lou4,lao2,l,ou,4,l,ao,2
荧,jing4,ying2,j,ing,4,y,ing,2
嵩,sung1,song1,s,ung,1,s,ong,1
漱,sau3,shu4,s,au,3,sh,u,4
酋,jau4,qiu2,j,au,4,q,iu,2
攘,joeng5,rang4,j,oeng,5,r,ang,4
诘,kit3,jie2,k,it,3,j,ie,2
篡,saan3,cuan4,s,aan,3,c,uan,4
睿,jeoi6,rui4,j,eoi,6,r,ui,4
噩,ngok6,e4,ng,ok,6, ,e,4
怅,coeng3,chang4,c,oeng,3,ch,ang,4
盎,ngong2,ang4,ng,ong,2, ,ang,4
徙,saai2,xi3,s,aai,2,x,i,3
鞅,joeng2,yang3,j,oeng,2,y,ang,3
漓,lei4,li2,l,ei,4,l,i,2
祟,seoi6,sui4,s,eoi,6,s,ui,4
睫,zit6,jie2,z,it,6,j,ie,2
攸,jau4,you1,j,au,4,y,ou,1
翎,ling4,ling2,l,ing,4,l,ing,2
呛,coeng1,qiang1,c,oeng,1,q,iang,1
筐,kwaang1,kuang1,kw,aang,1,k,uang,1
堑,cim3,qian4,c,im,3,q,iän,4
檀,taan4,tan2,t,aan,4,t,an,2
寅,jan4,yin2,j,an,4,y,in,2
磊,leoi5,lei3,l,eoi,5,l,ei,3
驭,jyu6,yu4,j,ü,6,y,ü,4
惘,mong5,wang3,m,ong,5,w,ang,3
吠,fai6,fei4,f,ai,6,f,ei,4
驮,to4,tuo2,t,o,4,t,uo,2
瑙,nou5,nao3,n,ou,5,n,ao,3
炬,geoi6,ju4,g,eoi,6,j,ü,4
痉,ging6,jing4,g,ing,6,j,ing,4
曝,buk6,pu4,b,uk,6,p,u,4
恺,hoi2,kai3,h,oi,2,k,ai,3
胺,on1,e4, ,on,1, ,e,4
萤,jing4,ying2,j,ing,4,y,ing,2
敕,cik1,chi4,c,ik,1,ch,i,4
筝,zang1,zheng1,z,ang,1,zh,eng,1
幡,faan1,fan1,f,aan,1,f,an,1
霹,pik1,pi1,p,ik,1,p,i,1
竺,zuk1,zhu2,z,uk,1,zh,u,2
烙,lok3,luo4,l,ok,3,l,uo,4
毗,pei4,pi2,p,ei,4,p,i,2
鸠,gau1,jiu1,g,au,1,j,iu,1
埠,bou6,bu4,b,ou,6,b,u,4
蒜,syun3,suan4,s,ün,3,s,uan,4
阜,fau6,fu4,f,au,6,f,u,4
嘈,cou4,cao2,c,ou,4,c,ao,2
乒,ping1,ping1,p,ing,1,p,ing,1
帷,wai4,wei2,w,ai,4,w,ei,2
啄,doek3,zhuo2,d,oek,3,zh,uo,2
鳌,ngou4,ao2,ng,ou,4, ,ao,2
毡,zin1,zhan1,z,in,1,zh,an,1
阙,kyut3,que4,k,üt,3,q,üe,4
褥,juk6,ru4,j,uk,6,r,u,4
搔,sou1,sao1,s,ou,1,s,ao,1
笋,seon2,sun3,s,eon,2,s,un,3
冕,min5,mian3,m,in,5,m,ian,3
狞,ning4,ning2,n,ing,4,n,ing,2
韶,siu1,shao2,s,iu,1,sh,ao,2
骼,gaak3,ge2,g,aak,3,g,e,2
蔼,oi2,ai3, ,oi,2, ,ai,3
烹,paang1,peng1,p,aang,1,p,eng,1
奄,jim1,yan3,j,im,1,y,än,3
嫖,piu4,piao4,p,iu,4,p,iao,4
沐,muk6,mu4,m,uk,6,m,u,4
噗,pok3,pu1,p,ok,3,p,u,1
岑,sam4,cen2,s,am,4,c,en,2
蛟,gaau1,jiao1,g,aau,1,j,iao,1
掳,lou5,lu3,l,ou,5,l,u,3
咏,wing6,yong3,w,ing,6,y,ong,3
弩,nou5,nu3,n,ou,5,n,u,3
捻,nim2,nian3,n,im,2,n,ian,3
圃,bou2,pu3,b,ou,2,p,u,3
孚,fu1,fu2,f,u,1,f,u,2
悴,seoi6,cui4,s,eoi,6,c,ui,4
